"Product","product_map","Category"
"fosfomycin resistance glutathione transferase FosA5","A32595","fosfomycin"
"fosfomycin resistance glutathione transferase FosA7","A18992","fosfomycin"
"fosfomycin resistance glutathione transferase FosA7.2","A32528","fosfomycin"
"fosfomycin resistance glutathione transferase FosA7.3","A52354","fosfomycin"
"fosfomycin resistance glutathione transferase FosA7.4","A71255","fosfomycin"
"fosfomycin resistance glutathione transferase FosA7.5","A14862","fosfomycin"
"fosfomycin resistance glutathione transferase FosA7.6","A46744","fosfomycin"
"fosfomycin resistance glutathione transferase FosA7.7","A38822","fosfomycin"
"fosfomycin resistance glutathione transferase FosA7.9","A57548","fosfomycin"
"fosfomycin resistance glutathione transferase FosA8","A39358","fosfomycin"
"fosfomycin resistance glutathione transferase FosLL","A46909","fosfomycin"
"fosfomycin resistance hydrolase FosE","A45225","fosfomycin"
"fosfomycin resistance hydrolase FosI","A36765","fosfomycin"
"fosfomycin resistance hydrolase FosX","A30709","fosfomycin"
"fosfomycin resistance protein","A69354","fosfomycin"
"fosfomycin resistance protein FosB","A44821","fosfomycin"
"FosG family fosfomycin resistance glutathione transferase","A44836","fosfomycin"
"FosG/FosC2-related fosfomycin resistance glutathione transferase","A41796","fosfomycin"
"FosM family fosfomycin resistance protein","A11378","fosfomycin"
"fosmidomycin efflux pump","A47223","fosmidomycin"
"fosmidomycin MFS transporter","A6667","fosmidomycin"
"fosmidomycin resistance protein","A33834","fosmidomycin"
"fosmidomycin/multidrug transport protein (MFS superfamily)","A68505","multidrug"
"FosX/FosE/FosI family fosfomycin resistance hydrolase","A17085","fosfomycin"
"FosX/FosE/FosI family fosfomycin resistance thiol transferase","A17909","fosfomycin"
"FOX family cephalosporin-hydrolyzing class C beta-lactamase","A42461","beta-lactamase"
"FOX/MOX family class C beta-lactamase","A21710","beta-lactamase"
"FRI family carbapenem-hydrolyzing class A beta-lactamase FLC-1","A44185","beta-lactamase"
"FTU family class A beta-lactamase","A34306","beta-lactamase"
"Gar/GrdA family gentamicin resistance ATP-binding protein","A52459","gentamicin"
"GbsR/MarR family transcriptional regulator","A9709","multidrug"
"gentamicin resistance ATP-binding protein Gar","A60057","gentamicin"
"GES family class A beta-lactamase","A58700","beta-lactamase"
"GIL family class A beta-lactamase","A33431","beta-lactamase"
"glutathione gamma-glutamylcysteinyltransferase","A46850","fosfomycin"
"glutathione transferase FosA (fosfomycin resistance protein)","A69067","fosfomycin"
"glycopeptide antibiotics resistance protein","A66555","glycopeptide"
"glycopeptide resistance-associated protein GraF","A15007","glycopeptide"
"glycopeptide resistance accessory protein VanW","A43583","glycopeptide"
"glycopeptide resistance accessory protein VanW-B","A26775","glycopeptide"
"glycopeptide resistance accessory protein VanW-G","A51502","glycopeptide"
"glycopeptide resistance protein TcaA","A17040","glycopeptide"
"glycopeptide resistance protein VanZ-A","A22808","glycopeptide"
"glycopeptide resistance protein VanZ-F","A60191","glycopeptide"
"glycopeptide resistance protein VanZ1","A13703","glycopeptide"
"glycopeptide resistance transcriptional regulator VanU","A58937","glycopeptide"
"glycopeptide resistance transcriptional regulator VanU-G","A60526","glycopeptide"
"glyoxalase/bleomycin resistance protein","A33557","bleomycin"
"glyoxalase/bleomycin resistance protein, dioxygenase superfamily","A65940","bleomycin"
"glyoxalase/bleomycin resistance protein/dioxygenase","A22655","bleomycin"
"glyoxalase/bleomycin resistance/dioxygenase family protein","A8481","bleomycin"
"glyoxalase/bleomycin resistance/extradiol dioxygenase family protein","A15161","bleomycin"
"GMA family class A beta-lactamase","A55685","beta-lactamase"
"GMA family class A beta-lactamase GMA-1","A35721","beta-lactamase"
"guanitoxin biosynthesis MATE family efflux transporter GntT","A30350","multidrug"
"HBL family class A beta-lactamase","A29774","beta-lactamase"
"heat-inducible lipoprotein involved in novobiocin resistance","A69932","novobiocin"
"HER family class A beta-lactamase","A45527","beta-lactamase"
"HP1184 family multidrug efflux MATE transporter","A20825","multidrug"
"IMI family carbapenem-hydrolyzing class A beta-lactamase NMC-A","A43245","beta-lactamase"
"IMP family subclass B1 metallo-beta-lactamase","A42867","beta-lactamase"
"IND family subclass B1 metallo-beta-lactamase","A27075","beta-lactamase"
"IND family subclass B1 metallo-beta-lactamase CGB-1","A50141","beta-lactamase"
"inhibitor-resistant broad-spectrum class A beta-lactamase SHV-26","A21103","beta-lactamase"
"inhibitor-resistant broad-spectrum class A beta-lactamase TEM-30","A35848","beta-lactamase"
"inhibitor-resistant broad-spectrum class A beta-lactamase TEM-31","A41751","beta-lactamase"
"inhibitor-resistant broad-spectrum class A beta-lactamase TEM-32","A44212","beta-lactamase"
"inhibitor-resistant broad-spectrum class A beta-lactamase TEM-33","A71325","beta-lactamase"
"inhibitor-resistant broad-spectrum class A beta-lactamase TEM-40","A40780","beta-lactamase"
"inhibitor-resistant broad-spectrum class A beta-lactamase TEM-54","A57704","beta-lactamase"
"inhibitor-resistant broad-spectrum class A beta-lactamase TEM-84","A39153","beta-lactamase"
"inhibitor-resistant carbapenem-hydrolyzing class A beta-lactamase GES-6","A62056","beta-lactamase"
"inhibitor-resistant carbapenem-hydrolyzing class A beta-lactamase KPC-109","A22665","beta-lactamase"
"inhibitor-resistant carbapenem-hydrolyzing class A beta-lactamase KPC-113","A61790","beta-lactamase"
"inhibitor-resistant carbapenem-hydrolyzing class A beta-lactamase KPC-125","A58538","beta-lactamase"
"inhibitor-resistant carbapenem-hydrolyzing class A beta-lactamase KPC-93","A61987","beta-lactamase"
"inhibitor-resistant class A beta-lactamase KPC-110","A66437","beta-lactamase"
"inhibitor-resistant class C beta-lactamase CMY-172","A57139","beta-lactamase"
"inhibitor-resistant class C beta-lactamase PDC-245","A66310","beta-lactamase"
"inhibitor-resistant class C beta-lactamase PDC-80","A39923","beta-lactamase"
"inhibitor-resistant extended-spectrum class A beta-lactamase KPC-14","A52173","beta-lactamase"
"inhibitor-resistant extended-spectrum class A beta-lactamase KPC-31","A40231","beta-lactamase"
"inhibitor-resistant extended-spectrum class A beta-lactamase KPC-33","A57184","beta-lactamase"
"inhibitor-resistant extended-spectrum class A beta-lactamase KPC-53","A64295","beta-lactamase"
"inhibitor-resistant extended-spectrum class A beta-lactamase KPC-66","A52195","beta-lactamase"
"inhibitor-resistant extended-spectrum class A beta-lactamase KPC-71","A57027","beta-lactamase"
"inhibitor-resistant extended-spectrum class A beta-lactamase KPC-74","A39018","beta-lactamase"
"inhibitor-resistant extended-spectrum class A beta-lactamase KPC-90","A44810","beta-lactamase"
"inhibitor-resistant extended-spectrum class A beta-lactamase PER-1","A35620","beta-lactamase"
"inhibitor-resistant extended-spectrum class A beta-lactamase PER-7","A58679","beta-lactamase"
"kanamycin kinase","A61184","kanamycin"
"kanamycin nucleotidyltransferase C-terminal domain-containing protein","A13338","kanamycin"
"KHM family subclass B1 metallo-beta-lactamase","A61645","beta-lactamase"
"KPC family carbapenem-hydrolyzing class A beta-lactamase","A34177","beta-lactamase"
"L1 family subclass B3 metallo-beta-lactamase","A20602","beta-lactamase"
"L2 family class A beta-lactamase","A20611","beta-lactamase"
"L2 family extended-spectrum class A beta-lactamase","A34761","beta-lactamase"
"LAP family class A beta-lactamase","A50650","beta-lactamase"
"LAQ family class C beta-lactamase","A42392","beta-lactamase"
"LEN family class A beta-lactamase","A32142","beta-lactamase"
"LHK family class C beta-lactamase","A50594","beta-lactamase"
"lincomycin efflux MFS transporter Lmr(A)","A20953","lincomycin"
"lincomycin efflux MFS transporter Lmr(B)","A11034","lincomycin"
"lincomycin resistance protein LmrB","A26519","lincomycin"
"lincosamide nucleotidyltransferase Lnu(A)","A26814","lincosamide"
"lincosamide nucleotidyltransferase Lnu(AN2)","A30197","lincosamide"
"lincosamide nucleotidyltransferase Lnu(B)","A16840","lincosamide"
"lincosamide nucleotidyltransferase Lnu(C)","A17056","lincosamide"
"lincosamide nucleotidyltransferase Lnu(F)","A14887","lincosamide"
"lincosamide nucleotidyltransferase Lnu(G)","A24096","lincosamide"
"lincosamide nucleotidyltransferase Lnu(H)","A22040","lincosamide"
"lincosamide nucleotidyltransferase Lnu(P)","A55827","lincosamide"
"lincosamide resistance protein","A39991","lincosamide"
"linearmycin resistance ATP-binding protein LnrL","A11167","linearmycin"
"linearmycin resistance permease LnrM","A25162","linearmycin"
"linearmycin resistance permease LnrN","A11168","linearmycin"
"lipoprotein implicated in Novobiocin resistance","A47845","novobiocin"
"lmo0919 family lincomycin resistance ABC-F type ribosomal protection protein","A30695","lincomycin"
"Lnu(F)/Lnu(G) family lincosamide nucleotidyltransferase","A50024","lincosamide"
"LUT family class A beta-lactamase","A36917","beta-lactamase"
"MAB family class A beta-lactamase","A17374","beta-lactamase"
"macrolide-efflux protein","A55379","macrolide"
"macrolide-inactivating glycosyltransferase","A15301","macrolide"
"macrolide-specific efflux protein","A55371","macrolide"
"macrolide 2'-phosphotransferase","A9537","macrolide"
"macrolide 2'-phosphotransferase Mph(E)","A41914","macrolide"
"macrolide 2'-phosphotransferase MphH","A57913","macrolide"
"macrolide 2'-phosphotransferase MphI","A27555","macrolide"
"macrolide 2'-phosphotransferase MphJ","A37106","macrolide"
"macrolide 2'-phosphotransferase MphK","A11027","macrolide"
"macrolide 2'-phosphotransferase MphL","A15821","macrolide"
"macrolide 2'-phosphotransferase MphM","A33788","macrolide"
"macrolide 2'-phosphotransferase MphN","A57513","macrolide"
"macrolide ABC transporter","A29160","macrolide"
"macrolide ABC transporter ATP-binding protein","A4060","macrolide"
"macrolide ABC transporter ATP-binding protein/permease","A55509","macrolide"
"macrolide ABC transporter ATP-binding protein/permease MacB","A6464","macrolide"
"macrolide ABC transporter permease","A24618","macrolide"
"macrolide ABC transporter permease/ATP-binding protein MacB","A40657","macrolide"
"macrolide ABC transporter permease/ATPase","A69749","macrolide"
"macrolide efflux ABC transporter Msr(A)","A71407","macrolide"
"macrolide efflux MFS transporter Mef(A)","A24919","macrolide"
"macrolide efflux MFS transporter Mef(B)","A25467","macrolide"
"macrolide efflux MFS transporter Mef(C)","A36082","macrolide"
"macrolide efflux MFS transporter Mef(D)","A45226","macrolide"
"macrolide efflux MFS transporter Mef(En2)","A30196","macrolide"
"macrolide efflux MFS transporter Mef(F)","A41657","macrolide"
"macrolide efflux MFS transporter Mef(H)","A37680","macrolide"
"macrolide efflux MFS transporter Mef(J)","A55888","macrolide"
"macrolide efflux pump","A62758","macrolide"
"macrolide export ATP-binding protein/permease","A40360","macrolide"
"macrolide hydrolase EstT","A28077","macrolide"
"macrolide resistance MFS transporter Mrx(A)","A5977","macrolide"
"macrolide resistance MFS transporter Mrx(F)","A45042","macrolide"
"macrolide resistance transcriptional regulator MphR(F)","A45040","macrolide"
"macrolide transport protein","A69255","macrolide"
"macrolide transporter","A26210","macrolide"
"macrolide transporter ATP-binding /permease","A63270","macrolide"
"macrolide transporter membrane fusion protein component","A69748","macrolide;multidrug"
"macrolide transporter subunit MacA","A6465","macrolide"
"Macrotetrolide antibiotic-resistance protein (nonR)","A60267","unclassified"
"MarR-family transcriptional regulator","A2044","multidrug"
"MarR family transcriptional regulator BagL/FevM","A56997","multidrug"
"MarR family transcriptional regulator BpsR","A10475","multidrug"
"MarR family transcriptional regulator CarR","A24359","multidrug"
"MarR family transcriptional regulator CosR","A22983","multidrug"
"MarR family transcriptional regulator for hemolysin","A67237","multidrug"
"MarR family transcriptional regulator MdtR","A11660","multidrug"
"MarR family transcriptional regulator MhqR","A11295","multidrug"
"MarR family transcriptional regulator RosR","A24328","multidrug"
"MarR family transcriptional regulator TamR","A30940","multidrug"
"MarR family transcriptional regulator/GNAT family N-acetyltransferase","A41654","multidrug"
"MarR family winged helix-turn-helix transcriptional regulator","A17","multidrug"
"MATE domain protein","A45487","multidrug"
"MatE efflux family protein","A40901","multidrug"
"MATE family efflux transporter","A6","multidrug"
"MATE family efflux transporter DinF","A7090","multidrug"
"MATE family efflux transporter Mmp","A42419","multidrug"
"MATE family multidrug exporter","A55906","multidrug"
"MATE family transport protein","A40352","multidrug"
"MCA family class C beta-lactamase","A34257","beta-lactamase"
"MdfA family multidrug efflux MFS transporter","A2551","multidrug"
"MdtA/MuxA family multidrug efflux RND transporter periplasmic adaptor subunit","A2569","multidrug"
"MdtB/MuxB family multidrug efflux RND transporter permease subunit","A2568","multidrug"
"MdtK family multidrug efflux MATE transporter","A8047","multidrug"
"MdtL family multidrug efflux MFS transporter","A11988","multidrug"
"MdtP family multidrug efflux transporter outer membrane subunit","A8352","multidrug"
"mecA-type methicillin resistance repressor MecI","A16862","methicillin"
"mecC-type methicillin resistance repressor MecI","A16869","methicillin"
"mecC-type penicillin-hydrolyzing class A beta-lactamase BlaZ","A16867","beta-lactamase"
"member of glyoxalase/bleomycin resistance protein family","A27956","bleomycin"
"membrane fusion component of tripartite multidrug resistance system","A29508","multidrug"
"membrane fusion protein component of efflux pump","A69722","multidrug"
"membrane fusion protein of a transport system","A69627","multidrug"
"membrane fusion protein of copper/silver efflux system","A69645","multidrug"
"membrane fusion protein of efflux pump","A70442","multidrug"
"membrane fusion protein of RND family multidrug efflux pump","A58735","multidrug"
"membrane fusion protein of YdhJK efflux pump","A69985","multidrug"
"metallo-beta-lactamase","A36704","beta-lactamase"
"metallo-beta-lactamase family protein","A40543","beta-lactamase"
"metallo-beta-lactamase protein","A63000","beta-lactamase"
"metallo-beta-lactamase superfamily inner membrane protein YcaI","A47517","beta-lactamase"
"metallo-beta-lactamase superfamily protein","A68937","beta-lactamase"
"methicillin-resistance MecR1 regulatory protein","A44802","methicillin"
"methicillin resistance determinant protein FmhA","A56771","methicillin"
"methicillin resistance factor","A56621","methicillin"
"methicillin resistance factor FemA","A56620","methicillin"
"methicillin resistance mecR1 protein","A58915","methicillin"
"methicillin resistance protein","A45949","methicillin"
"methicillin resistance protein FmtA","A56594","methicillin"
"MexC family multidrug efflux RND transporter periplasmic adaptor subunit","A2485","multidrug"
