Genome,Replicon,plasmid_count,plasmid_total_size,toxin_chromosome,biofilm_chromosome,toxin_plasmid,biofilm_plasmid
GCF_000317065.1,NC_019690.1 plasmid;NC_019701.1 chromosome,1,328634,18,0,22,0
GCF_000317085.1,NC_019691.1 plasmid;NC_019692.1 plasmid;NC_019702.1 chromosome,2,73482,26,0,1,0
GCF_000317105.1,NC_019693.1 chromosome;NC_019694.1 plasmid;NC_019700.1 plasmid,2,114827,79,0,4,0
GCF_000317125.1,NC_019695.1 chromosome;NC_019696.1 plasmid;NC_019699.1 plasmid,2,373609,75,0,8,0
GCF_000317305.3,NC_023036.2 chromosome,0,0,19,0,0,0
GCF_000317435.1,NC_019727.1 plasmid;NC_019728.1 plasmid;NC_019751.1 chromosome;NC_019752.1 plasmid,3,192558,109,0,4,0
GCF_000317475.1,NC_019729.1 chromosome;NC_019730.1 plasmid;NC_019731.1 plasmid;NC_019732.1 plasmid;NC_019763.1 plasmid;NC_019764.1 plasmid,5,793240,102,0,5,0
GCF_000317495.1,NC_019733.1 plasmid;NC_019734.1 plasmid;NC_019735.1 plasmid;NC_019736.1 plasmid;NC_019737.1 plasmid;NC_019753.1 chromosome;NC_019754.1 plasmid;NC_019755.1 plasmid;NC_019756.1 plasmid,8,304853,73,0,9,0
GCF_000317515.1,NC_019738.1 chromosome;NC_019739.1 plasmid;NC_019740.1 plasmid;NC_019741.1 plasmid;NC_019742.1 plasmid;NC_019743.1 plasmid;NC_019760.1 plasmid;NC_019761.1 plasmid;NC_019762.1 plasmid,8,496081,64,0,7,0
GCF_000317555.1,NC_019745.1 chromosome;NC_019746.1 plasmid;NC_019747.1 plasmid;NC_019759.1 plasmid;NC_020051.1 plasmid,4,451262,47,0,6,0
GCF_000317575.1,NC_019748.1 chromosome;NC_019749.1 plasmid;NC_019750.1 plasmid;NC_019765.1 plasmid;NC_019766.1 plasmid;NC_020052.1 plasmid,5,503781,88,0,19,0
GCF_000317615.1,NC_019780.1 chromosome,0,0,106,0,0,0
GCF_000317635.1,NC_019779.1 chromosome,0,0,94,0,0,0
GCF_000317675.1,NC_019776.1 chromosome;NC_019777.1 plasmid,1,62874,66,0,1,0
GCF_000317695.1,NC_019771.1 chromosome;NC_019772.1 plasmid;NC_019773.1 plasmid;NC_019774.1 plasmid;NC_019775.1 plasmid;NC_020056.1 plasmid;NC_020157.1 plasmid,6,667449,138,0,13,0
GCF_000317795.1,NC_019791.1 chromosome,0,0,1,0,0,0
GCF_000317835.1,NC_019789.1 plasmid;NC_019790.1 plasmid;NC_019793.1 chromosome,2,631875,8,0,5,0
GCF_000317855.1,NC_019042.1 chromosome,0,0,21,0,0,0
GCF_000317875.1,NC_019563.1 chromosome;NC_019564.1 plasmid;NC_019565.1 plasmid,2,13747,5,0,2,0
GCF_000317895.1,NC_019567.1 chromosome,0,0,20,0,0,0
GCF_000317915.1,NC_019770.1 chromosome,0,0,23,4,0,0
GCF_000317935.1,NC_018828.1 chromosome;NC_018830.1 plasmid,1,12195,32,0,1,0
GCF_000317955.1,NC_018829.1 chromosome,0,0,21,0,0,0
GCF_000317975.2,NC_019425.2 chromosome,0,0,16,0,0,0
GCF_000318015.1,NC_019382.1 chromosome,0,0,22,0,0,0
GCF_000318035.1,NC_018641.1 chromosome;NC_020057.1 plasmid,1,56316,28,0,1,0
GCF_000318055.1,NC_019556.1 chromosome,0,0,14,0,0,0
GCF_000318565.1,NC_020944.1 chromosome;NC_020979.1 plasmid,1,7502,5,0,0,0
GCF_000318645.1,NC_020947.1 plasmid;NC_020971.1 chromosome,1,7502,5,0,0,0
GCF_000318765.1,NC_020962.1 plasmid;NC_020970.1 chromosome,1,7500,5,0,0,0
GCF_000318785.1,NC_020940.1 chromosome;NC_020989.1 plasmid,1,7500,5,0,0,0
GCF_000318825.1,NC_020937.1 chromosome,0,0,5,0,0,0
GCF_000318845.1,NC_020929.1 chromosome;NC_020951.1 plasmid,1,7500,5,0,0,0
GCF_000318865.1,NC_020952.1 plasmid;NC_020973.1 chromosome,1,7500,5,0,0,0
GCF_000318885.1,NC_020930.1 chromosome,0,0,5,0,0,0
GCF_000318905.1,NC_020945.1 chromosome;NC_020984.1 plasmid,1,7500,5,0,0,0
GCF_000318925.1,NC_020931.1 chromosome;NC_020956.1 plasmid,1,7473,5,0,0,0
GCF_000318985.1,NC_020938.1 chromosome;NC_020983.1 plasmid,1,7500,5,0,0,0
GCF_000319105.1,NC_020957.1 plasmid;NC_020974.1 chromosome,1,7415,5,0,0,0
GCF_000319225.1,NC_019815.1 chromosome,0,0,0,0,0,0
GCF_000319245.1,NC_019814.1 chromosome,0,0,1,0,0,0
GCF_000319385.1,NC_019566.1 chromosome,0,0,1,0,0,0
GCF_000319475.1,NC_019842.1 chromosome,0,0,23,1,0,0
GCF_000319575.2,NC_021291.1 chromosome,0,0,11,0,0,0
GCF_000319655.2,NZ_CP010551.1 chromosome,0,0,2,0,0,0
GCF_000319675.2,NZ_CP010538.1 chromosome,0,0,2,0,0,0
GCF_000320385.2,NC_019845.2 chromosome;NC_019846.2 plasmid;NC_019847.2 plasmid;NC_019848.2 plasmid;NC_019849.2 plasmid,4,3520996,44,0,45,0
GCF_000321395.1,NC_019896.1 chromosome,0,0,30,6,0,0
GCF_000321415.2,NC_019902.2 chromosome,0,0,135,0,0,0
GCF_000325665.1,NC_019908.1 chromosome,0,0,9,0,0,0
GCF_000325705.1,NC_019904.1 chromosome,0,0,9,0,0,0
GCF_000325725.1,NC_019905.1 chromosome;NC_019906.1 plasmid,1,80360,23,0,5,0
GCF_000325745.1,NC_019907.1 chromosome,0,0,2,0,0,0
GCF_000327045.1,NC_019940.1 chromosome;NC_019941.1 plasmid,1,88600,55,0,2,0
GCF_000327065.1,NC_019936.1 chromosome;NC_019937.1 plasmid;NC_019938.1 plasmid;NC_019939.1 plasmid,3,25432,12,4,0,0
GCF_000327395.2,NZ_CP091032.1 chromosome,0,0,3,0,0,0
GCF_000327485.1,NC_019943.1 chromosome,0,0,26,0,0,0
GCF_000328405.1,NC_019955.1 chromosome;NC_019971.1 chromosome,0,0,19,0,0,0
GCF_000328525.1,NC_019964.1 chromosome,0,0,12,0,0,0
GCF_000328545.1,NC_019956.1 plasmid;NC_019970.1 chromosome,1,110881,21,0,1,0
GCF_000328565.1,NC_019957.1 plasmid;NC_019958.1 plasmid;NC_019959.1 plasmid;NC_019966.1 chromosome,3,756850,22,0,15,0
GCF_000328625.1,NC_019978.1 chromosome,0,0,7,0,0,0
GCF_000328665.1,NC_019972.1 plasmid;NC_019977.1 chromosome,1,285109,10,0,1,0
GCF_000328685.1,NC_019974.1 chromosome;NC_019975.1 plasmid;NC_019976.1 plasmid,2,300902,12,0,0,0
GCF_000328705.1,NC_019673.1 chromosome,0,0,28,0,0,0
GCF_000328725.1,NC_019949.1 chromosome,0,0,0,0,0,0
GCF_000328765.2,NC_019954.2 chromosome,0,0,21,0,0,0
GCF_000329365.2,NZ_CP007528.1 chromosome;NZ_CP007529.1 plasmid,1,59369,39,9,2,0
GCF_000330485.2,NZ_CP012347.1 chromosome;NZ_CP012348.1 plasmid,1,86650,41,9,4,0
GCF_000330845.1,NC_020063.1 chromosome,0,0,45,5,0,0
GCF_000330865.1,NC_020064.1 chromosome,0,0,25,3,0,0
GCF_000330885.1,NC_020059.1 chromosome;NC_020060.1 plasmid;NC_020061.1 plasmid;NC_020062.1 plasmid,3,2849274,31,0,19,0
GCF_000331065.1,NC_020075.1 chromosome,0,0,1,0,0,0
GCF_000331165.2,NZ_CP027541.1 chromosome,0,0,19,0,0,0
GCF_000331185.2,NZ_CP048261.1 chromosome;NZ_CP048262.1 plasmid,1,292624,26,0,2,0
GCF_000331445.1,NC_020089.1 chromosome,0,0,143,0,0,0
GCF_000331695.1,NC_020125.1 chromosome,0,0,8,0,0,0
GCF_000331715.1,NC_020127.1 chromosome;NC_020128.1 plasmid;NC_020129.1 plasmid;NC_020130.1 plasmid,3,261624,2,0,4,0
GCF_000331735.1,NC_020126.1 chromosome,0,0,12,0,0,0
GCF_000331975.1,NC_020135.1 chromosome,0,0,0,0,0,0
GCF_000331995.1,NC_020134.1 chromosome,0,0,3,0,0,0
GCF_000332115.1,NC_020156.1 chromosome,0,0,25,0,0,0
GCF_000332755.1,NC_020163.1 chromosome,0,0,74,10,0,0
GCF_000333835.2,NZ_CP053256.1 chromosome;NZ_CP053257.1 plasmid,1,11054,11,0,1,0
GCF_000334405.1,NC_020195.1 chromosome;NC_020196.1 plasmid,1,3735,1,0,0,0
GCF_000334515.1,NC_020180.1 plasmid;NC_020181.1 chromosome;NC_020182.1 plasmid,2,171496,37,5,4,0
GCF_000334875.3,NZ_CP032527.2 chromosome;NZ_CP032528.1 plasmid;NZ_CP032529.1 plasmid;NZ_CP032530.1 plasmid;NZ_CP032531.1 plasmid;NZ_CP032532.1 plasmid;NZ_CP032533.1 plasmid;NZ_CP032534.1 plasmid;NZ_CP032535.1 plasmid;NZ_CP032536.1 plasmid;NZ_CP032537.1 plasmid,10,690341,15,0,0,0
GCF_000335875.2,NZ_CP011394.1 chromosome;NZ_CP011395.1 plasmid,1,59336,39,9,2,0
GCF_000335995.2,NZ_CP019035.1 chromosome,0,0,38,9,0,0
GCF_000336405.1,NC_020207.1 chromosome;NC_020208.1 plasmid,1,214319,19,0,12,0
GCF_000336425.1,NC_020211.1 chromosome;NC_020212.1 plasmid,1,3248,52,4,0,0
GCF_000336445.1,NC_020210.1 chromosome,0,0,15,0,0,0
GCF_000336465.1,NC_020209.1 chromosome,0,0,35,0,0,0
GCF_000338095.1,NC_020230.1 chromosome,0,0,7,0,0,0
GCF_000338115.2,NC_020229.1 chromosome;NC_021903.1 plasmid;NC_021904.1 plasmid;NC_021912.1 plasmid,3,95791,16,0,2,0
GCF_000338695.1,NC_020248.1 chromosome,0,0,2,0,0,0
GCF_000338715.2,NC_020245.2 chromosome,0,0,139,0,0,0
GCF_000338735.1,NC_020244.1 chromosome,0,0,34,7,0,0
GCF_000338755.1,NC_020238.1 chromosome;NC_020239.1 plasmid;NC_020240.1 plasmid;NC_020241.1 plasmid;NC_020242.1 plasmid;NC_020243.1 plasmid;NC_020249.1 plasmid;NC_020250.1 plasmid,7,261776,38,1,3,0
GCF_000338775.1,NC_020247.1 chromosome,0,0,12,1,0,0
GCF_000339015.1,NC_020260.1 chromosome;NC_020261.1 plasmid;NC_020262.1 plasmid;NC_020263.1 plasmid,3,174692,33,3,6,1
GCF_000340315.1,NC_020246.1 chromosome,0,0,12,1,0,0
GCF_000340785.1,NC_020286.1 chromosome;NC_020287.1 plasmid;NC_020288.1 plasmid;NC_020289.1 plasmid;NC_020290.1 plasmid;NC_020296.1 plasmid;NC_020297.1 plasmid;NC_020298.1 plasmid,7,379745,56,0,17,0
GCF_000340795.1,NC_020294.1 chromosome,0,0,0,0,0,0
GCF_000340825.1,NC_020283.1 chromosome,0,0,0,0,0,0
GCF_000340845.1,NC_020293.1 plasmid;NC_020894.1 plasmid;NC_020895.1 chromosome,2,237850,23,0,0,0
GCF_000340865.1,NC_020299.1 chromosome,0,0,1,0,0,0
GCF_000340885.1,NC_020291.1 chromosome;NC_020292.1 plasmid,1,136188,15,0,1,0
GCF_000340905.1,NC_020284.1 chromosome,0,0,1,0,0,0
GCF_000340925.1,NC_020285.1 chromosome,0,0,1,0,0,0
GCF_000341345.1,NC_020302.1 chromosome;NC_020303.1 plasmid,1,86256,19,0,2,0
GCF_000341355.1,NC_020300.1 chromosome,0,0,19,0,0,0
GCF_000341385.1,NC_020301.1 chromosome,0,0,31,0,0,0
GCF_000341395.1,NC_020304.1 chromosome;NC_020305.1 plasmid,1,36751,20,0,0,0
GCF_000341425.1,NC_020306.1 plasmid;NC_020307.1 chromosome;NC_020308.1 plasmid,2,41106,35,9,2,0
GCF_000341465.2,NZ_CP007159.1 chromosome,0,0,9,4,0,0
GCF_000341485.2,NZ_CP007158.1 chromosome,0,0,9,4,0,0
GCF_000341655.1,NC_020386.1 chromosome,0,0,3,0,0,0
GCF_000341665.1,NC_020376.1 chromosome;NC_020377.1 plasmid;NC_020378.1 plasmid;NC_020379.1 plasmid;NC_020380.1 plasmid;NC_020381.1 plasmid;NC_020382.1 plasmid;NC_020383.1 plasmid;NC_020384.1 plasmid;NC_020385.1 plasmid;NC_020390.1 plasmid;NC_020391.1 plasmid;NC_020392.1 plasmid;NC_020393.1 plasmid;NC_020394.1 plasmid,14,1279658,35,1,16,0
GCF_000341695.1,NC_020387.1 chromosome,0,0,5,0,0,0
GCF_000341715.1,NC_020389.1 chromosome,0,0,13,0,0,0
GCF_000341855.1,NC_020411.1 chromosome,0,0,3,0,0,0
GCF_000341875.1,NC_020410.1 chromosome,0,0,21,1,0,0
GCF_000342265.1,NC_020417.1 chromosome,0,0,25,0,0,0
GCF_000344335.2,NZ_CP018202.1 chromosome;NZ_CP018203.1 plasmid;NZ_CP018204.1 plasmid,2,67910,44,0,3,0
GCF_000344355.2,NZ_CP012179.1 chromosome;NZ_CP012180.1 plasmid,1,74432,50,0,3,0
GCF_000344475.3,NZ_CP032631.1 chromosome;NZ_CP032632.1 plasmid,1,72748,51,0,3,0
GCF_000344575.1,NC_020450.1 chromosome,0,0,14,0,0,0
GCF_000344745.1,NC_020507.1 chromosome,0,0,35,7,0,0
GCF_000344765.1,NC_020526.1 chromosome,0,0,17,0,0,0
GCF_000344785.1,NC_020506.1 chromosome;NC_020523.1 plasmid;NC_020553.1 plasmid,2,89132,11,0,2,0
GCF_000344805.1,NC_020453.1 chromosome,0,0,14,0,0,0
GCF_000346065.1,NC_020527.1 plasmid;NC_020528.1 chromosome;NC_020560.1 plasmid,2,3035909,44,0,41,0
GCF_000346225.2,NZ_CP017432.1 chromosome,0,0,5,0,0,0
GCF_000346595.1,NC_020549.1 chromosome,0,0,1,0,0,0
GCF_000347595.1,NC_020515.1 chromosome,0,0,16,0,0,0
GCF_000347615.1,NC_020521.1 chromosome;NC_020522.1 plasmid,1,73490,6,0,2,0
GCF_000347635.1,NC_020514.1 chromosome,0,0,15,0,0,0
GCF_000347675.2,NC_020542.1 plasmid;NC_020543.1 plasmid;NC_020544.1 plasmid;NC_020561.1 chromosome;NC_020562.1 plasmid;NC_020563.2 plasmid,5,578780,18,0,12,0
GCF_000347695.1,NC_020546.1 chromosome,0,0,10,0,0,0
GCF_000348565.1,NC_020796.1 chromosome,0,0,16,3,0,0
GCF_000348585.1,NC_020797.1 plasmid;NC_020798.1 plasmid;NC_020800.1 chromosome;NC_020801.1 plasmid,3,143070,31,0,11,0
GCF_000348725.1,NC_020813.1 chromosome,0,0,11,0,0,0
GCF_000348745.1,NC_020812.1 chromosome,0,0,8,0,0,0
GCF_000348765.2,NC_020814.1 chromosome,0,0,3,0,0,0
GCF_000348785.1,NC_020520.1 chromosome,0,0,27,0,0,0
GCF_000348805.1,NC_020510.1 chromosome,0,0,1,0,0,0
GCF_000348865.1,NC_020508.1 chromosome,0,0,7,0,0,0
GCF_000348885.1,NC_020509.1 chromosome;NC_020556.1 plasmid,1,4158,8,0,0,0
GCF_000349225.1,NC_020815.1 chromosome;NC_020816.1 plasmid;NC_020817.1 plasmid,2,77186,36,0,9,0
GCF_000349745.1,NC_020831.1 chromosome,0,0,0,0,0,0
GCF_000349765.2,NC_020833.2 chromosome,0,0,49,0,0,0
GCF_000349785.2,NC_020834.2 chromosome,0,0,41,0,0,0
GCF_000349795.1,NC_020832.1 chromosome,0,0,33,7,0,0
GCF_000349845.1,NC_020829.1 chromosome,0,0,29,4,0,0
GCF_000349885.2,NC_020887.2 chromosome,0,0,3,0,0,0
GCF_000349925.2,NC_020540.2 chromosome,0,0,24,0,0,0
GCF_000349945.1,NC_020516.1 chromosome;NC_020548.1 plasmid,1,737589,12,4,7,0
GCF_000349975.1,NC_020555.1 chromosome,0,0,15,0,0,0
GCF_000350185.1,NC_020518.1 chromosome,0,0,53,5,0,0
GCF_000350205.1,NC_020559.1 chromosome,0,0,143,0,0,0
GCF_000350305.1,NC_020892.1 chromosome,0,0,1,0,0,0
GCF_000354175.2,NC_022349.1 chromosome;NC_022359.1 chromosome,0,0,14,0,0,0
GCF_000355675.1,NC_020888.1 chromosome,0,0,24,0,0,0
GCF_000355695.1,NC_020891.1 chromosome,0,0,15,0,0,0
GCF_000355765.4,NZ_CP021106.3 chromosome,0,0,7,0,0,0
GCF_000359505.1,NC_020912.1 chromosome,0,0,35,9,0,0
GCF_000359525.1,NC_020990.1 chromosome,0,0,24,0,0,0
GCF_000359625.1,NC_020819.1 chromosome;NC_020820.1 plasmid;NC_020821.1 plasmid;NC_020822.1 plasmid;NC_020823.1 plasmid;NC_020824.1 plasmid;NC_020825.1 plasmid;NC_020826.1 plasmid;NC_020827.1 plasmid;NC_020828.1 plasmid,9,192743,7,0,15,0
GCF_000363905.1,NC_020992.1 chromosome,0,0,2,0,0,0
GCF_000364165.2,NZ_CP097810.1 chromosome,0,0,24,0,0,0
GCF_000364205.2,NZ_CP097561.1 chromosome,0,0,20,0,0,0
GCF_000364385.3,NZ_CP006659.2 chromosome;NZ_CP006660.1 plasmid;NZ_CP006661.1 plasmid;NZ_CP006662.2 plasmid;NZ_CP006663.1 plasmid,4,345755,36,6,4,0
GCF_000364445.2,NZ_CP043538.1 chromosome,0,0,30,0,0,0
GCF_000364725.1,NC_021057.1 chromosome,0,0,0,0,0,0
GCF_000364745.1,NC_021058.1 chromosome,0,0,18,0,0,0
GCF_000364765.1,NC_021050.1 chromosome;NC_021051.1 plasmid,1,7499,4,0,0,0
GCF_000364785.1,NC_021049.1 plasmid;NC_021052.1 chromosome,1,7499,4,0,0,0
GCF_000364805.1,NC_021055.1 chromosome;NC_021056.1 plasmid,1,104048,27,0,0,0
GCF_000367205.1,NC_021064.1 chromosome,0,0,9,0,0,0
GCF_000367405.1,NC_020993.1 chromosome,0,0,2,0,0,0
GCF_000367425.1,NC_021066.1 chromosome,0,0,23,4,0,0
GCF_000376545.2,NZ_CP015230.1 chromosome;NZ_CP015231.1 plasmid;NZ_CP015232.1 plasmid;NZ_CP015233.1 plasmid;NZ_CP015234.1 plasmid,4,1569259,5,0,4,0
GCF_000376585.1,NC_021084.1 chromosome,0,0,3,0,0,0
GCF_000376605.1,NC_021089.1 chromosome,0,0,4,0,0,0
GCF_000376625.1,NC_021083.1 chromosome,0,0,0,0,0,0
GCF_000376645.1,NC_021082.1 chromosome,0,0,50,0,0,0
GCF_000376705.1,NC_021085.1 chromosome;NC_021086.1 plasmid,1,55585,17,0,1,0
GCF_000380335.1,NC_021149.1 chromosome,0,0,53,0,0,0
GCF_000380365.1,NC_021150.1 chromosome,0,0,53,0,0,0
GCF_000382585.2,NZ_CP053012.1 chromosome,0,0,29,2,0,0
GCF_000382905.1,NC_020519.1 chromosome,0,0,18,0,0,0
GCF_000382925.1,NC_020557.1 chromosome,0,0,6,0,0,0
GCF_000382945.1,NC_020558.1 chromosome,0,0,6,0,0,0
GCF_000382965.1,NC_020533.1 chromosome;NC_020534.1 plasmid,1,30853,46,0,1,0
GCF_000382985.1,NC_020535.1 plasmid;NC_020566.1 chromosome,1,37285,46,0,0,0
GCF_000383005.1,NC_020539.1 plasmid;NC_020568.1 chromosome,1,23758,46,0,1,0
GCF_000385525.1,NC_021173.1 chromosome;NC_021174.1 chromosome,0,0,24,0,0,0
GCF_000385565.1,NC_021169.1 chromosome,0,0,14,0,0,0
GCF_000385905.1,NC_021176.1 chromosome,0,0,42,8,0,0
GCF_000385925.1,NC_021175.1 chromosome,0,0,16,0,0,0
GCF_000385945.1,NC_021177.1 chromosome,0,0,36,0,0,0
GCF_000387745.2,NZ_CP010539.1 chromosome,0,0,2,0,0,0
GCF_000389635.1,NC_021182.1 chromosome;NC_021183.1 plasmid,1,53393,19,0,1,0
GCF_000389675.2,NC_021181.2 chromosome,0,0,16,0,0,0
GCF_000389945.1,NC_021194.1 chromosome,0,0,123,0,0,0
GCF_000389965.1,NC_021191.1 chromosome,0,0,26,0,0,0
GCF_000390085.1,NC_021200.1 chromosome,0,0,22,0,0,0
GCF_000390245.1,NC_021213.1 chromosome,0,0,15,0,0,0
GCF_000390265.1,NC_021214.1 chromosome,0,0,6,0,0,0
GCF_000391485.2,NZ_CP041738.1 chromosome;NZ_CP041739.1 plasmid;NZ_CP041740.1 plasmid,2,115618,26,4,3,0
GCF_000392435.1,NC_021219.1 chromosome,0,0,1,0,0,0
GCF_000392455.3,NC_021215.3 chromosome,0,0,6,0,0,0
GCF_000392475.3,NC_021216.3 chromosome,0,0,6,0,0,0
GCF_000392515.3,NC_021217.3 chromosome,0,0,12,0,0,0
GCF_000392535.3,NC_021218.3 chromosome,0,0,8,0,0,0
GCF_000397165.1,NC_021235.1 chromosome,0,0,9,0,0,0
GCF_000397185.1,NC_021236.1 chromosome,0,0,2,0,0,0
GCF_000397205.1,NC_021237.1 chromosome,0,0,43,0,0,0
GCF_000400615.1,NC_021251.1 chromosome,0,0,144,0,0,0
GCF_000400635.2,NC_021252.1 chromosome;NC_023497.1 plasmid,1,33499,27,0,0,0
GCF_000400855.1,NC_021283.1 chromosome,0,0,0,0,0,0
GCF_000400875.1,NC_021277.1 plasmid;NC_021281.1 chromosome,1,14194,54,0,2,0
GCF_000400935.1,NC_021280.1 chromosome,0,0,1,0,0,0
GCF_000400955.1,NC_021284.1 chromosome,0,0,1,0,0,0
GCF_000401175.1,NC_021286.1 chromosome,0,0,25,0,0,0
GCF_000401555.1,NC_021290.1 chromosome,0,0,14,0,0,0
GCF_000401735.2,NZ_CP017317.1 chromosome;NZ_CP017318.1 plasmid,1,48995,23,0,1,0
GCF_000402035.1,NC_021287.1 chromosome;NC_021288.1 chromosome;NC_021289.1 plasmid;NC_021294.1 chromosome;NC_021295.1 plasmid,2,1584891,23,0,1,0
GCF_000403575.2,NZ_CP017323.1 chromosome;NZ_CP017324.1 plasmid;NZ_CP017325.1 plasmid,2,84705,23,0,2,0
GCF_000403645.1,NC_021313.1 chromosome,0,0,5,0,0,0
GCF_000404145.1,NC_021351.1 chromosome,0,0,16,0,0,0
GCF_000404165.1,NC_021355.1 chromosome,0,0,2,0,0,0
GCF_000404185.1,NC_021352.1 chromosome,0,0,16,0,0,0
GCF_000404205.1,NC_021354.1 chromosome,0,0,4,0,0,0
GCF_000404225.1,NC_021353.1 chromosome,0,0,1,0,0,0
GCF_000404245.1,NC_021350.1 chromosome,0,0,3,0,0,0
GCF_000406765.2,NZ_CP011980.1 chromosome;NZ_CP011981.1 plasmid;NZ_CP011982.1 plasmid;NZ_CP011983.1 plasmid;NZ_CP011984.1 plasmid,4,239432,36,6,19,0
GCF_000408885.1,NC_021362.1 chromosome,0,0,27,2,0,0
GCF_000410515.1,NC_021492.1 plasmid;NC_021500.1 chromosome,1,116007,30,6,1,0
GCF_000410575.1,NC_021491.1 chromosome,0,0,27,0,0,0
GCF_000410995.1,NC_021494.1 chromosome;NC_021495.1 plasmid;NC_021496.1 plasmid;NC_021497.1 plasmid;NC_021498.1 plasmid;NC_021503.1 plasmid;NC_021504.1 plasmid,6,145569,10,0,6,0
GCF_000412205.1,NC_021514.1 chromosome;NC_021515.1 plasmid;NC_021516.1 plasmid;NC_021517.1 plasmid;NC_021518.1 plasmid;NC_021519.1 plasmid;NC_021520.1 plasmid;NC_021525.1 plasmid;NC_021526.1 plasmid;NC_021527.1 plasmid;NC_021528.1 plasmid,10,316337,17,0,17,0
GCF_000412265.2,NZ_CP011664.1 chromosome;NZ_CP011665.1 plasmid;NZ_CP011666.1 plasmid;NZ_CP011667.1 plasmid,3,848015,28,0,3,0
GCF_000412675.1,NC_021505.1 chromosome,0,0,38,0,0,0
GCF_000412695.1,NC_021499.1 chromosome;NC_021506.1 plasmid,1,198965,25,0,3,0
GCF_000412775.1,NC_021552.1 plasmid;NC_021554.1 chromosome,1,24653,40,0,5,0
GCF_000414035.1,NC_021577.1 chromosome,0,0,29,9,0,0
GCF_000414215.1,NC_021593.1 chromosome,0,0,9,0,0,0
GCF_000417225.2,NZ_CP011976.1 chromosome;NZ_CP011977.1 plasmid;NZ_CP011978.1 plasmid;NZ_CP011979.1 plasmid,3,316833,39,6,15,0
GCF_000417265.2,NZ_CP011985.1 chromosome;NZ_CP011986.1 plasmid;NZ_CP011987.1 plasmid;NZ_CP011988.1 plasmid,3,201506,37,6,5,0
GCF_000418305.1,NC_021661.1 chromosome;NC_021662.1 plasmid;NC_021668.1 plasmid;NC_021669.1 plasmid,3,34561,6,0,1,0
GCF_000418325.1,NC_021658.1 chromosome,0,0,24,0,0,0
GCF_000418345.1,NC_021657.1 plasmid;NC_021670.1 chromosome,1,2908,49,0,0,0
GCF_000418365.1,NC_021663.1 chromosome,0,0,9,0,0,0
GCF_000418475.1,NC_021723.1 chromosome,0,0,21,0,0,0
GCF_000418495.1,NC_021725.1 chromosome,0,0,26,0,0,0
GCF_000418515.1,NC_021721.1 chromosome;NC_021722.1 plasmid,1,29768,27,0,0,0
GCF_000419385.1,NC_021726.1 chromosome;NC_021727.1 plasmid;NC_021728.1 plasmid,2,90309,11,1,1,0
GCF_000419405.1,NC_021733.1 chromosome;NC_021734.1 plasmid,1,52268,9,0,1,0
GCF_000419425.1,NC_021729.1 chromosome;NC_021730.1 plasmid;NC_021731.1 plasmid;NC_021732.1 plasmid,3,99027,9,0,3,0
GCF_000422045.1,NC_021807.1 chromosome,0,0,32,0,0,0
GCF_000422085.1,NC_021741.1 chromosome;NC_021742.1 plasmid,1,44107,47,5,0,0
GCF_000422095.1,NC_021739.1 chromosome,0,0,46,0,0,0
GCF_000422125.1,NC_021740.1 chromosome,0,0,146,0,0,0
GCF_000422145.1,NC_021743.1 chromosome,0,0,48,0,0,0
GCF_000422165.1,NC_021744.1 chromosome,0,0,33,0,0,0
GCF_000427035.1,NC_021485.1 chromosome,0,0,16,0,0,0
GCF_000427055.1,NC_021507.1 chromosome,0,0,6,0,0,0
GCF_000427075.1,NC_021486.1 chromosome,0,0,9,0,0,0
GCF_000427215.1,NC_021831.1 chromosome,0,0,0,0,0,0
GCF_000427275.1,NC_021738.1 chromosome,0,0,37,0,0,0
GCF_000430085.2,NC_021812.2 chromosome;NC_021813.2 plasmid;NC_021842.2 plasmid,2,148042,36,9,6,0
GCF_000430105.1,NC_021810.1 chromosome;NC_021811.1 plasmid;NC_021841.1 plasmid;NC_021869.1 plasmid,3,157999,35,9,6,0
GCF_000430125.1,NC_021818.1 chromosome;NC_021819.1 plasmid;NC_021845.1 plasmid,2,289531,41,9,9,0
GCF_000430165.1,NC_021820.1 chromosome,0,0,41,9,0,0
GCF_000430385.1,NC_021834.1 chromosome,0,0,9,0,0,0
GCF_000430405.1,NC_021821.1 chromosome;NC_021847.1 chromosome,0,0,19,0,0,0
GCF_000430425.1,NC_021822.1 chromosome;NC_021848.1 chromosome,0,0,10,0,0,0
GCF_000430465.3,NZ_CP053205.2 chromosome;NZ_CP053206.2 plasmid;NZ_CP053207.2 plasmid;NZ_CP053208.2 plasmid;NZ_CP053209.2 plasmid,4,2576817,23,0,34,0
GCF_000438585.1,NC_021828.1 plasmid;NC_021838.1 chromosome,1,57557,11,0,1,0
GCF_000438605.1,NC_021823.1 chromosome,0,0,12,0,0,0
GCF_000438625.1,NC_021824.1 chromosome,0,0,13,0,0,0
GCF_000438645.1,NC_021837.1 chromosome,0,0,13,0,0,0
GCF_000438665.2,NC_021825.2 chromosome,0,0,14,0,0,0
GCF_000438685.2,NC_021826.1 chromosome;NC_022045.1 plasmid,1,148959,11,0,3,0
GCF_000438705.2,NC_021839.1 chromosome;NC_022046.1 plasmid,1,55804,14,0,0,0
GCF_000438725.2,NC_021827.1 chromosome;NC_022047.1 plasmid,1,55804,14,0,0,0
